Date,Gender,Annual Income,Company,Model,Engine,Transmission,Color,Price,Body Style,Dealer_Region
7/26/2022,Male,775000,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Janesville
7/27/2022,Male,1800000,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Janesville
7/27/2022,Male,13500,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,33000,SUV,Scottsdale
7/27/2022,Male,1225000,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31501,Hatchback,Middletown
7/27/2022,Female,790000,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Greenville
7/27/2022,Male,690500,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,26500,Sedan,Scottsdale
7/30/2022,Male,1255000,BMW,528i,Overhead Camshaft,Manual,Pale White,14500,SUV,Scottsdale
7/30/2022,Male,1070000,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,41000,SUV,Austin
7/30/2022,Female,2200000,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,SUV,Middletown
7/30/2022,Female,2290000,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,SUV,Aurora
7/30/2022,Male,2570000,Volvo,S40,Overhead Camshaft,Manual,Red,22000,Sedan,Greenville
7/30/2022,Male,660000,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Austin
7/30/2022,Male,13500,Toyota,4Runner,Overhead Camshaft,Manual,Black,25000,Sedan,Middletown
7/30/2022,Male,936000,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,Hardtop,Austin
7/30/2022,Female,785000,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36000,Hatchback,Greenville
7/30/2022,Male,2425000,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12500,Hatchback,Pasco
7/30/2022,Male,1450000,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,Hatchback,Aurora
7/30/2022,Male,13500,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29000,Passenger,Greenville
7/30/2022,Male,1774500,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17450,Hatchback,Pasco
7/30/2022,Male,13500,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,Hatchback,Janesville
7/30/2022,Male,525500,Dodge,Viper,Overhead Camshaft,Manual,Black,26501,SUV,Scottsdale
7/30/2022,Male,750000,Ford,Ranger,Overhead Camshaft,Manual,Black,18001,Hardtop,Austin
7/30/2022,Male,407000,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Janesville
7/30/2022,Male,455000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,SUV,Scottsdale
7/30/2022,Male,425000,Lexus,LS400,Overhead Camshaft,Manual,Red,13000,Sedan,Austin
7/30/2022,Female,13500,Toyota,Tacoma,Overhead Camshaft,Manual,Red,82001,Hardtop,Aurora
7/30/2022,Male,520000,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,Hatchback,Austin
7/30/2022,Female,590900,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41900,Hatchback,Middletown
7/30/2022,Female,13500,Buick,LeSabre,Overhead Camshaft,Manual,Black,20000,Sedan,Aurora
7/30/2022,Female,670000,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Greenville
7/30/2022,Male,13500,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Pasco
7/31/2022,Male,2400000,Dodge,Durango,Overhead Camshaft,Manual,Red,31000,SUV,Pasco
7/31/2022,Male,2200000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,SUV,Janesville
7/31/2022,Male,3250000,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Scottsdale
7/31/2022,Male,806000,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,69000,SUV,Austin
7/31/2022,Male,4000000,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Janesville
7/31/2022,Male,825000,BMW,323i,Overhead Camshaft,Manual,Red,21000,Hatchback,Janesville
7/31/2022,Male,682000,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Scottsdale
7/31/2022,Male,1350000,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,Hardtop,Pasco
7/31/2022,Male,2258000,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14800,SUV,Aurora
7/31/2022,Male,13500,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,Sedan,Greenville
7/31/2022,Male,1960000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,Hatchback,Austin
7/31/2022,Male,825000,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41000,Passenger,Middletown
7/31/2022,Male,1262000,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12200,SUV,Aurora
7/31/2022,Male,1110000,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,Passenger,Greenville
7/31/2022,Male,1410000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,Hatchback,Pasco
7/31/2022,Male,469500,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22500,Passenger,Aurora
7/31/2022,Female,950000,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,SUV,Greenville
7/31/2022,Male,1150000,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Pasco
7/31/2022,Female,610000,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,SUV,Janesville
7/31/2022,Female,577250,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29250,Hatchback,Scottsdale
7/31/2022,Male,740000,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Janesville
7/31/2022,Male,680000,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Scottsdale
7/31/2022,Male,13500,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,Hatchback,Austin
7/31/2022,Male,790500,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27500,Hatchback,Middletown
7/31/2022,Male,695000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,Hatchback,Aurora
8/1/2022,Male,1215000,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19500,Sedan,Scottsdale
8/1/2022,Male,2250000,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,SUV,Austin
8/1/2022,Male,1650000,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Red,45000,SUV,Pasco
8/1/2022,Male,13500,Chevrolet,Impala,Overhead Camshaft,Manual,Red,22000,Hatchback,Janesville
8/1/2022,Male,1303500,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45350,Hatchback,Janesville
8/1/2022,Male,13500,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,Hatchback,Scottsdale
8/1/2022,Female,275000,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,Sedan,Austin
8/1/2022,Male,13500,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Middletown
8/1/2022,Male,805000,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Greenville
8/1/2022,Female,1156000,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32600,Hatchback,Pasco
8/2/2022,Female,450000,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000,SUV,Middletown
8/2/2022,Female,1400000,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,Passenger,Aurora
8/2/2022,Male,13500,Ford,Escort,Overhead Camshaft,Manual,Black,11000,Passenger,Greenville
8/2/2022,Male,812000,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11000,SUV,Pasco
8/2/2022,Female,13500,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,Hatchback,Janesville
8/2/2022,Female,4260000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,SUV,Scottsdale
8/2/2022,Male,1140000,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Sedan,Austin
8/2/2022,Male,1250000,Volkswagen,Cabrio,Overhead Camshaft,Manual,Red,25000,Sedan,Scottsdale
8/2/2022,Male,520000,Dodge,Dakota,Overhead Camshaft,Manual,Red,12000,Sedan,Austin
8/2/2022,Female,555000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Middletown
8/2/2022,Male,1218000,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,42800,Hatchback,Aurora
8/2/2022,Male,300000,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,82000,Hardtop,Middletown
8/2/2022,Male,675000,Ford,Focus,Overhead Camshaft,Manual,Red,17000,Hardtop,Austin
8/2/2022,Male,1080000,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15001,Hardtop,Middletown
8/2/2022,Male,1115000,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,Hatchback,Austin
8/2/2022,Male,1340000,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,SUV,Middletown
8/2/2022,Male,13500,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,SUV,Aurora
8/2/2022,Male,13500,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Greenville
8/2/2022,Male,13500,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Pasco
8/2/2022,Male,1200000,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Sedan,Janesville
8/2/2022,Male,13500,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Scottsdale
8/2/2022,Male,810000,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Aurora
8/2/2022,Male,550500,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18500,Sedan,Greenville
8/2/2022,Male,535000,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,Passenger,Pasco
8/2/2022,Male,641000,Volvo,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Janesville
8/2/2022,Female,503000,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10000,Passenger,Scottsdale
8/2/2022,Male,668000,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29000,SUV,Austin
8/2/2022,Male,666000,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41000,Sedan,Janesville
8/2/2022,Male,1350000,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,Hatchback,Janesville
8/2/2022,Female,13500,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,SUV,Scottsdale
8/2/2022,Female,710000,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Austin
8/2/2022,Male,1010000,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,SUV,Middletown
8/2/2022,Male,580000,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,Passenger,Aurora
8/2/2022,Male,653000,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21000,SUV,Greenville
8/2/2022,Male,740000,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Pasco
8/5/2022,Male,2330000,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,SUV,Middletown
8/5/2022,Male,2800000,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Aurora
8/5/2022,Male,13500,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Greenville
8/5/2022,Female,13500,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,Hatchback,Pasco
8/5/2022,Male,13500,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Scottsdale
8/5/2022,Male,600000,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Pale White,26000,Hatchback,Austin
8/5/2022,Male,487000,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Middletown
8/5/2022,Female,13500,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,28000,Hatchback,Aurora
8/5/2022,Male,1570000,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,Hatchback,Austin
8/5/2022,Male,1001000,Saturn,SC,Overhead Camshaft,Manual,Red,61100,Hatchback,Middletown
8/5/2022,Female,665000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Aurora
8/5/2022,Male,1330000,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Greenville
8/5/2022,Male,850000,Mitsubishi,Galant,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Scottsdale
8/5/2022,Female,13500,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Austin
8/5/2022,Male,1100000,Lincoln,Continental,Overhead Camshaft,Manual,Red,82000,Passenger,Middletown
8/5/2022,Male,850000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Aurora
8/5/2022,Male,493000,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45000,Sedan,Janesville
8/5/2022,Male,1240000,Dodge,Durango,Overhead Camshaft,Manual,Black,22000,SUV,Scottsdale
8/5/2022,Male,1010000,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Austin
8/5/2022,Male,1626000,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,22600,Passenger,Middletown
8/6/2022,Male,605000,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Janesville
8/6/2022,Male,1255000,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21500,SUV,Scottsdale
8/6/2022,Male,1850000,Volvo,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Austin
8/6/2022,Male,13500,Ford,F-Series,Overhead Camshaft,Manual,Red,13000,Passenger,Middletown
8/6/2022,Male,13500,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000,Hatchback,Aurora
8/6/2022,Male,572000,Honda,Civic,Overhead Camshaft,Manual,Black,43000,Hatchback,Greenville
8/6/2022,Male,650000,BMW,528i,Overhead Camshaft,Manual,Red,25000,SUV,Pasco
8/6/2022,Female,731000,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Red,12000,Sedan,Janesville
8/6/2022,Female,13500,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Scottsdale
8/6/2022,Male,793000,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,Passenger,Austin
8/6/2022,Male,290000,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12001,Passenger,Pasco
8/6/2022,Male,1570000,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,Hatchback,Janesville
8/6/2022,Male,13500,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Scottsdale
8/6/2022,Male,1916000,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19600,SUV,Austin
8/6/2022,Male,500000,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,SUV,Janesville
8/6/2022,Male,965000,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Greenville
8/6/2022,Male,2220000,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,34000,Sedan,Pasco
8/6/2022,Male,13500,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000,Hatchback,Janesville
8/6/2022,Male,13500,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,Passenger,Scottsdale
8/6/2022,Female,730000,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Austin
8/6/2022,Male,13500,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,Sedan,Aurora
8/6/2022,Male,13500,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,Sedan,Greenville
8/6/2022,Male,550000,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Red,28000,Hatchback,Pasco
8/6/2022,Female,1800000,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9000,Hatchback,Janesville
8/6/2022,Male,2000000,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Scottsdale
8/7/2022,Male,805000,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,22000,SUV,Greenville
8/7/2022,Female,2000000,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Pasco
8/7/2022,Female,13500,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,SUV,Janesville
8/7/2022,Female,13500,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,33000,Hatchback,Scottsdale
8/7/2022,Male,700000,Ford,Focus,Overhead Camshaft,Manual,Red,24000,SUV,Austin
8/7/2022,Male,2130000,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000,SUV,Middletown
8/7/2022,Male,500000,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Sedan,Aurora
8/7/2022,Male,2125000,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9500,Passenger,Greenville
8/7/2022,Female,13500,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hatchback,Janesville
8/7/2022,Male,13500,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,Passenger,Scottsdale
8/7/2022,Male,2775000,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20500,Passenger,Austin
8/7/2022,Male,1700000,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17000,Passenger,Middletown
8/7/2022,Male,13500,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,Sedan,Aurora
8/7/2022,Male,13500,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Black,31000,SUV,Greenville
8/7/2022,Male,480000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,Hardtop,Middletown
8/7/2022,Male,13500,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Janesville
8/7/2022,Male,13500,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,SUV,Scottsdale
8/7/2022,Female,1775000,Audi,A8,Overhead Camshaft,Manual,Black,44500,Passenger,Austin
8/7/2022,Male,752000,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,31000,Passenger,Middletown
8/7/2022,Female,670000,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Aurora
8/7/2022,Female,13500,Ford,F-Series,Overhead Camshaft,Manual,Black,22000,Passenger,Greenville
8/7/2022,Male,1507000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26700,SUV,Pasco
8/7/2022,Male,890000,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Janesville
8/7/2022,Female,1000000,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Black,44000,Hatchback,Scottsdale
8/7/2022,Male,1365000,Mercedes-B,S-Class,Overhead Camshaft,Manual,Red,21500,SUV,Middletown
8/7/2022,Male,1210000,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Black,18000,SUV,Aurora
8/7/2022,Male,13500,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,10000,Passenger,Greenville
8/7/2022,Male,642000,Honda,Passport,Overhead Camshaft,Manual,Pale White,27001,Hardtop,Middletown
8/7/2022,Female,790500,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12500,Passenger,Janesville
8/7/2022,Male,1350000,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39000,Sedan,Scottsdale
8/7/2022,Male,655000,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Austin
8/7/2022,Male,575000,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21001,Hardtop,Greenville
8/7/2022,Male,13500,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,22000,Passenger,Austin
8/7/2022,Male,751000,Honda,Passport,Overhead Camshaft,Manual,Black,22000,Hatchback,Janesville
8/7/2022,Male,682000,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Hatchback,Austin
8/7/2022,Male,13500,Honda,Civic,Overhead Camshaft,Manual,Black,43000,Hatchback,Austin
8/7/2022,Male,355000,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Middletown
8/7/2022,Male,1270000,Buick,Park Avenue,Overhead Camshaft,Manual,Red,45000,Hatchback,Aurora
8/7/2022,Male,975000,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,Sedan,Greenville
8/7/2022,Male,820000,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Pasco
8/8/2022,Female,4350000,Acura,RL,Overhead Camshaft,Manual,Red,34000,SUV,Pasco
8/8/2022,Male,13500,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Janesville
8/8/2022,Female,648000,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Scottsdale
8/8/2022,Male,1800000,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,SUV,Austin
8/8/2022,Female,1020000,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Middletown
8/8/2022,Male,635000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,SUV,Aurora
8/8/2022,Female,13500,Lexus,LS400,Overhead Camshaft,Manual,Red,13001,Sedan,Greenville
8/8/2022,Female,2350000,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26001,SUV,Pasco
8/8/2022,Female,1500000,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Janesville
8/8/2022,Female,1900000,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29001,SUV,Scottsdale
8/8/2022,Male,2400000,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27000,Hatchback,Scottsdale
8/8/2022,Male,13500,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,Hatchback,Austin
8/8/2022,Male,530000,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Passenger,Middletown
8/8/2022,Female,490000,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24000,Hardtop,Aurora
8/8/2022,Female,1140000,Volvo,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Greenville
8/8/2022,Male,1510500,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19050,Sedan,Pasco
8/8/2022,Male,353000,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Janesville
8/8/2022,Male,1250000,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,Sedan,Scottsdale
8/8/2022,Male,2300000,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,SUV,Austin
8/8/2022,Male,1699000,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24900,Hardtop,Greenville
8/8/2022,Female,644000,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,Sedan,Austin
8/8/2022,Male,700000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,SUV,Middletown
8/8/2022,Female,1101000,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Pale White,45100,SUV,Aurora
8/8/2022,Male,1000000,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Greenville
8/8/2022,Male,865000,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Pasco
8/8/2022,Female,805500,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14500,Sedan,Janesville
8/8/2022,Male,13500,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Scottsdale
8/8/2022,Female,1015000,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Pale White,26501,SUV,Austin
8/8/2022,Female,930000,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Middletown
8/8/2022,Female,999000,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Red,57001,SUV,Aurora
8/8/2022,Male,1168888,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21881,Hardtop,Austin
8/8/2022,Male,3030000,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45001,Hardtop,Middletown
8/8/2022,Male,1300000,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,Hatchback,Pasco
8/8/2022,Male,13500,Saturn,SC,Overhead Camshaft,Manual,Red,61001,Hardtop,Middletown
8/8/2022,Female,13500,Dodge,Dakota,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Sedan,Scottsdale
8/8/2022,Female,786000,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Austin
8/8/2022,Male,13500,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000,Sedan,Middletown
8/8/2022,Female,450000,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53001,Hardtop,Pasco
8/8/2022,Male,1470000,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,Sedan,Greenville
8/8/2022,Female,13500,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Pasco
8/8/2022,Male,750000,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Sedan,Janesville
8/8/2022,Male,13500,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,Hatchback,Austin
8/8/2022,Male,1280000,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000,Hatchback,Austin
8/8/2022,Female,850000,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22000,Passenger,Middletown
8/8/2022,Male,1200000,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Passenger,Aurora
8/8/2022,Male,13500,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,69000,Passenger,Greenville
8/8/2022,Male,655000,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,26000,Passenger,Pasco
8/8/2022,Female,1140000,Ford,Ranger,DoubleÂ Overhead Camshaft,Auto,Black,61000,Hatchback,Janesville
8/8/2022,Female,562000,Nissan,Quest,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,SUV,Scottsdale
8/8/2022,Male,531000,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,31000,SUV,Austin
8/9/2022,Male,526000,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Sedan,Austin
8/9/2022,Male,390000,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71001,SUV,Janesville
